赛飞儿,140307408,赛飞儿？,嗡嗡……
赛飞儿,140307412,赛飞儿？,嗡嗡……
赛飞儿,140307416,赛飞儿？,你呀，还是这么不小心。重要的礼物，不该揣在怀里小心护着吗？
赛飞儿,140307418,赛飞儿？,既然我知道是礼物——那自然要开个高价啦！风的子民可不会在一个地方停留太久，除非你的诚意能让风驻足。怎么说，嗯？
赛飞儿,140307425,赛飞儿？,噗……
赛飞儿,140307426,赛飞儿？,哈哈哈哈哈——「蜗居公主」的雅号，果然名不虚传——！
赛飞儿,140307427,赛飞儿？,那两位，来我府上作客吧，换个更正式的场合谈生意。循着我播下的风，找到我的住处，没问题吧？
赛飞儿,140307429,赛飞儿？,好嘞，一言为定。啊，对了……
赛飞儿,140307430,赛飞儿？,谈拢前，我先收个押金，没意见吧？嘿，走你——
赛飞儿,140307501,赛飞儿,这儿！看哪儿呢，在这边～
赛飞儿,140307502,赛飞儿,我要真想藏起来，又何必当着你的面出现呢？
赛飞儿,140307503,赛飞儿,各位，别像只炸了毛的猫嘛，我也没那么恐怖吧，喵？
赛飞儿,140307505,赛飞儿,哈哈，怎么可能？千年以前没准还有人喜欢这口癖，现在早就不流行了。
赛飞儿,140307507,赛飞儿,哈哈，瞧你那嫌弃样！干嘛啦，我就是表演一下——千年以前没准还有人喜欢这口癖，现在早就不流行了。
赛飞儿,140307508,赛飞儿,来吧，轻松点，来谈谈正事？
赛飞儿,140307604,赛飞儿,用料朴素，但做工一如既往地精湛。好久没见，手艺不减啊。而且…还特别用心。
赛飞儿,140307606,赛飞儿,哎哎，别这么剑拔弩张。放轻松，放轻松……
赛飞儿,140307607,赛飞儿,看！这地方视野不错，对吧？每个人在做什么、要去哪里，全都一览无余，还不会被人发现。
赛飞儿,140307608,赛飞儿,暖场也暖得差不多了，那咱们开门见山吧：方才只是开个玩笑，我邀请两位前来，主要是为了三件事……
赛飞儿,140307609,赛飞儿,一，裁缝女找到我，说希望我带你们前往斯缇科西亚，寻找死亡泰坦。
赛飞儿,140307610,赛飞儿,二…呵，元老院也找到我，让我确保{RUBY_B#死亡之泰坦}塞纳托斯{RUBY_E#}的火种能被交到他们手中。
赛飞儿,140307613,赛飞儿,那是。别看我低调，可是名副其实的半神。
赛飞儿,140307615,赛飞儿,金织、控制狂、奥赫玛第一美人、阿格莱雅妈妈…还要我多说几个外号吗？
赛飞儿,140307616,赛飞儿,最后，第三件事……
赛飞儿,140307617,赛飞儿,我找到二位，并告诉你们：以上两件事，我都不想干。
赛飞儿,140307618,赛飞儿,别去找什么死亡泰坦了——就这么简单。
赛飞儿,140307702,赛飞儿,嚯！这货可真够纯的……
赛飞儿,140307703,赛飞儿,这一屋子叮呤咣啷的，得值多少钱啊…全是你靠「再创世」的噱头挣的？
赛飞儿,140307705,赛飞儿,好家伙…早知道我就撬你家大门去了，哪儿还犯得着流窜作案哪。
赛飞儿,140307706,赛飞儿,说吧，好容易割下这么大一块肉给我，什么意思？
赛飞儿,140307708,赛飞儿,你忘了？我应该表明过自己的态度吧。
赛飞儿,140307712,赛飞儿,哼……
赛飞儿,140307713,赛飞儿,知道么，阿格莱雅？或许是神用金线掐住了你的喉咙，我从你的请求中听不出半点诚意。
赛飞儿,140307714,赛飞儿,给我一个让你低下高贵头颅的理由。
赛飞儿,140307716,赛飞儿,啊……
赛飞儿,140307718,赛飞儿,噢，我可算是听明白了：你想让遐蝶白白送死，还想搭上我。
赛飞儿,140307720,赛飞儿,她…主动提的？你没在诓我？
赛飞儿,140307723,赛飞儿,话可别说的太死。时间让你我建起了城府，而她始终纯净得像朵花蕾……
赛飞儿,140307724,赛飞儿,也许她会想到牺牲的缇安，想到无数惨死的黄金裔，想到半截身子入土的你——最后一刻还没到呢，她到底想做什么，我还真没法替你乐观。
赛飞儿,140307725,赛飞儿,这样吧！不如先让我替你收着这一屋子宝贝，咱俩来打个赌吧？
赛飞儿,140307727,赛飞儿,我赌她一定会打消这个念头。如果我输了，我不光会帮你做事，把这堆叮当响的好东西全数奉还，还会额外再送你一屋子满满当当的财宝，怎样？
赛飞儿,140307801,赛飞儿,综上所述——
赛飞儿,140307802,赛飞儿,我想赢，所以，我拜托两位别再惦记什么斯缇科西亚了。作为谢礼，我会把赢来的那一屋子叮呤咣啷分给各位，你们自己五五分账，或者怎么分，随便。
赛飞儿,140307803,赛飞儿,怎么说，很有诱惑力吧？
赛飞儿,140307807,赛飞儿,哎呀灰子，我要给你的可不是人们几千年前买鱼用的破贝壳……
赛飞儿,140307808,赛飞儿,那可是黄金，足金，千足金！硬通货呀硬通货，你知道这三个字意味着什么吗？
赛飞儿,140307812,赛飞儿,…哦？
赛飞儿,140307814,赛飞儿,我真有点看不懂了……
赛飞儿,140307815,赛飞儿,蜗居公主，虽然你一直都口口声声说，要找到{RUBY_B#死亡之泰坦}塞纳托斯{RUBY_E#}，解除自己的诅咒，除此之外什么都不关心……
赛飞儿,140307816,赛飞儿,可你真的为自己活过，哪怕一天么？
赛飞儿,140307818,赛飞儿,我想说，阿格莱雅把你捡回来，可不是真让你为了她「再创世」的口号白白送死的。
赛飞儿,140307820,赛飞儿,…嗐，算了，大家都有苦衷，我就不多嘴了。反正我也没打算兑现跟她的赌注，嘻。
赛飞儿,140307821,赛飞儿,不过，听我最后一句劝：斯缇科西亚可不是什么观光圣地。那地里埋着的玩意，就连十个…不，五十个阿格莱雅都拿不出手——
赛飞儿,140307822,赛飞儿,可你知道我为什么从来没去过吗？因为就算我高低是个半神，都怕自己回不来。
赛飞儿,140307823,赛飞儿,送你们过去？可以，得加钱。
赛飞儿,140307827,赛飞儿,她付的是金银财宝，给生者。你呢，要付的是「死者」的部分。
赛飞儿,140307830,赛飞儿,您猜怎么着？还真是。或者说，这是我业务的一部分。
赛飞儿,140307834,赛飞儿,那你还过不过日子了？
赛飞儿,140307836,赛飞儿,……
赛飞儿,140307837,赛飞儿,行吧，那我就不客气了：遐蝶八成的积蓄，外加一瓶神血蜜露…嘿，不算亏。
赛飞儿,140307839,赛飞儿,哎呀，知道啦，没想到灰子你这么记仇。
赛飞儿,140307841,赛飞儿,哎呀，人家好怕怕…嘻，能追上我的尾巴再说吧？
赛飞儿,140307842,赛飞儿,喏，接着——！
赛飞儿,140307844,赛飞儿,不过，计划有变：明天别去浴场，来奥赫玛城门口找我。
赛飞儿,140307846,赛飞儿,没什么，单纯因为我怕了裁缝女那副冷冰冰的面孔。如果可以，我一秒都不想在奥赫玛多待。
赛飞儿,140307847,赛飞儿,好了，交易结束，我来捎各位一程吧——
赛飞儿,140307848,赛飞儿,——天高路远，先睡个好觉吧，两位。
赛飞儿,140308001,赛飞儿,哎呀！艳阳高照，真是正当离别的时刻哪。
赛飞儿,140308004,赛飞儿,当然，三人一组可是挺进决赛圈的最佳配置。
赛飞儿,140308006,赛飞儿,不用惦记了，我跟她交代过——她没意见。
赛飞儿,140308007,赛飞儿,啧啧，遐蝶…你可真是会给我出难题呀。想带着你一起旅行，还不能真的触碰到你，真麻烦呀。
赛飞儿,140308009,赛飞儿,逗逗你，别放在心上。
赛飞儿,140308010,赛飞儿,不过呢，二位知道吗？依照神话故事里说的，想要让死者顺利渡过冥河，去往冥界，就得在他们的嘴里，或者眼睛上放上一枚{RUBY_B#小银币}欧布罗斯{RUBY_E#}……
赛飞儿,140308011,赛飞儿,这是通往冥界的摆渡费用。但这次就不真的问你们要了，我垫付，咱们做个样子就行。
赛飞儿,140308014,赛飞儿,哈，只是为了给这趟旅程增加些仪式感，别太放在心上。
赛飞儿,140308016,赛飞儿,一码归一码，这次只是为了给这趟旅程增加些仪式感。
赛飞儿,140308019,赛飞儿,好咯～直达冥界的捷足之旅，准备启程！硬币给我，我要发力了。
赛飞儿,140308020,赛飞儿,啊，对了！走之前，最后送给两位一句忠告。尤其是给你的，蜗居公主——
赛飞儿,140308021,赛飞儿,风是等不来的。难得来人间走一遭，别白活了呀。
赛飞儿,140308401,赛飞儿,没错，就是我。
赛飞儿,140308404,赛飞儿,呃…暂时还和你「阴阳两隔」着呢！
赛飞儿,140308406,赛飞儿,实在看不过眼，所以东边偷了点，西边骗了点，希望给他们的生活多添一点盼头。
赛飞儿,140308408,赛飞儿,不然呢，这地头什么光景你们也看见了——这些可怜人被冥界拒之门外，困在自己生前的几个弹指里面，进退不得。
赛飞儿,140308409,赛飞儿,路上见过两个铁匠没？不知道他们在那儿呆了多久，一遍又一遍地想锻出面盾牌来…噫，斯缇科西亚，太可怕啦。
赛飞儿,140308411,赛飞儿,别误会，我可不是来帮你们探险的…毕竟，我这辈子最讨厌的就是水了，何况还是这臭烘烘的冥河……
赛飞儿,140308412,赛飞儿,…咳，我只是临走前突然有些发现，觉得高低该给你们递个话。
赛飞儿,140308413,赛飞儿,那个拒绝死亡的孩子——我在这里发现了他的足迹哪？
赛飞儿,140308415,赛飞儿,想起来了，是叫这个名！不管怎么说，话我已经带到了…至于有没有用，你们自己定夺吧。
赛飞儿,140308416,赛飞儿,——回见，蜗居公主、灰子！
